Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Price,Sales_Amount
50241,10025,178,2024-02-19,4,2491,9964
50242,13504,151,2020-09-27,2,2237,4474
50243,14256,184,2016-09-01,4,2096,8384
50244,11138,155,2021-05-29,1,742,742
50245,14996,196,2023-06-20,2,3427,6854
50246,11190,159,2019-01-07,2,1459,2918
50247,14799,156,2019-04-08,4,1132,4528
50248,14097,122,2021-11-24,2,4561,9122
50249,13158,200,2018-03-07,1,1977,1977
50250,12368,118,2015-08-18,2,680,1360
50251,14478,158,2022-11-25,3,3816,11448
50252,11742,140,2018-11-29,1,396,396
50253,13689,189,2015-12-23,1,1885,1885
50254,13747,131,2016-06-24,4,3963,15852
50255,10898,156,2022-11-14,1,1132,1132
50256,14024,135,2017-07-24,1,2927,2927
50257,10717,126,2023-06-20,2,3327,6654
50258,13968,168,2019-06-23,3,1252,3756
50259,14022,184,2024-12-25,2,2096,4192
50260,13216,134,2022-11-01,3,4073,12219
50261,10391,176,2022-05-16,1,2897,2897
50262,13885,116,2016-06-10,2,4172,8344
50263,11700,142,2023-05-28,2,3008,6016
50264,13038,105,2018-02-02,4,2768,11072
50265,10233,161,2016-09-14,2,2341,4682
50266,11927,144,2022-12-08,3,756,2268
50267,13132,135,2024-04-30,3,2927,8781
50268,13307,191,2016-02-28,1,2740,2740
50269,12725,101,2022-04-24,4,2654,10616
50270,14802,198,2020-03-13,4,3929,15716
50271,10234,143,2020-02-22,2,3636,7272
50272,11392,132,2015-01-04,1,2539,2539
50273,12893,163,2016-04-13,3,2018,6054
50274,11256,133,2016-10-25,4,2667,10668
50275,12539,195,2024-12-04,1,1340,1340
50276,13691,177,2023-01-13,2,4283,8566
50277,10890,166,2016-06-21,4,989,3956
50278,14688,130,2020-03-12,2,3381,6762
50279,10746,110,2023-12-10,3,3201,9603
50280,11720,123,2021-08-04,3,3047,9141
50281,10428,197,2022-01-11,1,2573,2573
50282,10732,139,2018-01-01,2,3807,7614
50283,10800,145,2020-06-08,1,4668,4668
50284,14298,129,2023-08-16,3,844,2532
50285,10836,130,2020-10-16,4,3381,13524
50286,10135,134,2020-03-05,3,4073,12219
50287,12539,152,2022-07-05,1,1446,1446
50288,13719,181,2018-09-19,2,4112,8224
50289,10041,122,2020-11-02,3,4561,13683
50290,13368,105,2019-02-28,1,2768,2768
50291,12416,111,2015-03-20,2,1963,3926
50292,12041,186,2019-04-24,1,2062,2062
50293,14340,132,2024-03-31,3,2539,7617
50294,12950,124,2020-08-29,2,2689,5378
50295,14262,111,2019-05-25,3,1963,5889
50296,13467,111,2015-06-05,3,1963,5889
50297,13089,117,2023-09-24,3,1354,4062
50298,14824,132,2017-05-29,3,2539,7617
50299,11116,183,2023-03-06,3,4211,12633
50300,14579,127,2019-01-13,1,1507,1507
50301,12591,132,2015-01-28,4,2539,10156
50302,13574,161,2020-03-25,4,2341,9364
50303,12979,125,2016-09-01,3,3853,11559
50304,12448,164,2017-08-31,3,4350,13050
50305,11231,164,2018-09-14,3,4350,13050
50306,12667,128,2024-05-28,2,4153,8306
50307,14976,140,2016-02-23,3,396,1188
50308,14926,191,2015-01-22,2,2740,5480
50309,14855,114,2015-09-18,1,4363,4363
50310,14259,142,2020-10-08,4,3008,12032
50311,12595,139,2023-03-04,3,3807,11421
50312,13431,102,2018-12-07,4,4835,19340
50313,12918,181,2021-01-19,1,4112,4112
50314,12953,101,2023-09-21,4,2654,10616
50315,11996,132,2021-07-29,1,2539,2539
50316,13892,183,2015-07-15,3,4211,12633
50317,10307,164,2017-12-04,1,4350,4350
50318,11363,178,2022-04-26,3,2491,7473
50319,12103,131,2017-06-23,4,3963,15852
50320,13031,158,2021-02-04,1,3816,3816
50321,10333,182,2024-10-04,2,3640,7280
50322,12753,178,2015-11-21,2,2491,4982
50323,10243,114,2021-08-14,2,4363,8726
50324,11885,188,2016-07-21,3,3585,10755
50325,11433,169,2020-03-17,1,4890,4890
50326,12551,116,2024-05-11,2,4172,8344
50327,10303,169,2017-02-17,3,4890,14670
50328,14331,154,2017-07-14,2,2864,5728
50329,13110,113,2020-12-02,4,3481,13924
50330,12187,180,2021-08-01,4,956,3824
50331,14291,179,2023-11-13,4,2935,11740
50332,11551,131,2024-05-18,2,3963,7926
50333,11793,169,2020-12-02,3,4890,14670
50334,10647,121,2024-07-11,2,1892,3784
50335,14657,130,2019-06-04,3,3381,10143
50336,10713,123,2020-01-24,2,3047,6094
50337,14509,138,2022-10-16,3,3430,10290
50338,10538,129,2020-04-27,2,844,1688
50339,10235,177,2021-06-28,1,4283,4283
50340,12397,132,2024-11-21,1,2539,2539
50341,11505,162,2015-02-11,3,2853,8559
50342,11375,191,2019-01-23,4,2740,10960
50343,14512,198,2023-09-26,4,3929,15716
50344,11910,145,2016-07-27,4,4668,18672
50345,10916,149,2019-12-26,3,1331,3993
50346,13959,133,2019-01-13,1,2667,2667
50347,10081,104,2016-03-16,3,1034,3102
50348,12084,118,2018-04-27,2,680,1360
50349,12689,170,2021-05-21,2,3796,7592
50350,11691,164,2015-04-14,2,4350,8700
50351,10757,128,2016-07-22,2,4153,8306
50352,12671,158,2016-04-01,2,3816,7632
50353,13752,191,2015-11-07,2,2740,5480
50354,13553,190,2020-03-22,4,3863,15452
50355,10468,156,2019-09-04,4,1132,4528
50356,11495,120,2024-06-17,2,2691,5382
50357,11020,177,2019-08-19,3,4283,12849
50358,10902,192,2023-11-11,1,4884,4884
50359,10673,134,2016-02-11,2,4073,8146
50360,10439,187,2022-12-02,2,4772,9544
50361,14223,110,2016-08-03,3,3201,9603
50362,12077,194,2020-07-08,4,3544,14176
50363,10445,122,2024-09-17,3,4561,13683
50364,10966,105,2017-12-17,1,2768,2768
50365,13791,144,2022-07-29,1,756,756
50366,10464,109,2024-07-19,3,4399,13197
50367,12199,143,2022-03-29,2,3636,7272
50368,12288,104,2020-02-04,4,1034,4136
50369,13766,142,2024-02-05,2,3008,6016
50370,13177,165,2024-01-05,2,3709,7418
50371,14009,198,2023-11-06,2,3929,7858
50372,13505,141,2015-07-06,2,4158,8316
50373,10913,164,2023-01-22,4,4350,17400
50374,10497,155,2019-06-11,3,742,2226
50375,11464,190,2021-11-16,1,3863,3863
50376,14254,118,2019-03-02,1,680,680
50377,14268,116,2021-07-05,4,4172,16688
50378,10494,187,2021-07-24,3,4772,14316
50379,11427,146,2021-12-22,4,3287,13148
50380,11693,136,2020-03-05,2,4231,8462
50381,11794,190,2016-05-04,4,3863,15452
50382,12724,166,2023-05-11,3,989,2967
50383,10659,144,2015-10-07,1,756,756
50384,14762,105,2017-05-04,4,2768,11072
50385,14463,129,2020-02-02,1,844,844
50386,10550,104,2018-04-02,1,1034,1034
50387,10643,199,2017-10-01,1,2414,2414
50388,14351,186,2016-02-02,3,2062,6186
50389,10208,149,2023-08-06,2,1331,2662
50390,12498,172,2016-03-03,2,2784,5568
50391,14191,185,2024-08-04,3,4663,13989
50392,11884,108,2016-01-10,2,4568,9136
50393,12887,152,2023-05-22,2,1446,2892
50394,10478,169,2016-09-23,2,4890,9780
50395,10762,121,2023-04-25,4,1892,7568
50396,10190,127,2016-11-27,2,1507,3014
50397,10756,138,2018-12-17,4,3430,13720
50398,11447,105,2017-07-16,1,2768,2768
50399,14932,185,2020-06-10,4,4663,18652
50400,11664,161,2020-07-20,2,2341,4682
50401,11836,108,2019-07-24,3,4568,13704
50402,14229,186,2015-03-19,1,2062,2062
50403,14151,118,2016-05-02,1,680,680
50404,14061,104,2023-11-16,4,1034,4136
50405,14606,104,2017-11-27,3,1034,3102
50406,14766,137,2022-02-27,2,2774,5548
50407,13613,115,2023-03-18,4,2930,11720
50408,11690,138,2024-03-15,4,3430,13720
50409,11317,127,2022-02-18,1,1507,1507
50410,14830,185,2015-06-20,4,4663,18652
50411,13187,148,2016-10-03,3,4184,12552
50412,14021,146,2019-08-27,4,3287,13148
50413,14355,146,2019-05-25,4,3287,13148
50414,11146,148,2015-10-19,3,4184,12552
50415,14395,159,2020-04-25,4,1459,5836
50416,10561,104,2016-08-03,2,1034,2068
50417,11913,175,2016-02-26,4,3531,14124
50418,11865,119,2015-04-15,2,3382,6764
50419,10297,157,2022-02-26,3,1761,5283
50420,12410,119,2018-11-30,2,3382,6764
50421,12637,191,2017-05-29,3,2740,8220
50422,11462,142,2019-01-22,2,3008,6016
50423,14293,192,2023-01-01,2,4884,9768
50424,12269,105,2021-04-14,3,2768,8304
50425,10995,148,2023-02-22,3,4184,12552
50426,10008,125,2021-06-14,2,3853,7706
50427,12592,167,2024-06-06,3,1469,4407
50428,12516,126,2018-02-03,1,3327,3327
50429,14416,174,2020-02-28,4,3739,14956
50430,11418,188,2015-11-11,2,3585,7170
50431,12317,162,2016-08-31,1,2853,2853
50432,13933,193,2023-03-12,1,3400,3400
50433,11288,107,2022-01-30,1,932,932
50434,12845,144,2020-10-20,3,756,2268
50435,11119,187,2016-01-13,4,4772,19088
50436,10553,127,2019-02-28,2,1507,3014
50437,10661,142,2023-12-01,4,3008,12032
50438,10716,173,2015-05-14,2,2154,4308
50439,13586,156,2023-11-20,4,1132,4528
50440,13762,103,2019-12-22,4,1276,5104
50441,12530,113,2016-01-28,1,3481,3481
50442,13971,170,2023-08-02,3,3796,11388
50443,13408,159,2023-05-02,2,1459,2918
50444,11459,138,2016-02-19,2,3430,6860
50445,13268,185,2021-09-16,2,4663,9326
50446,10855,183,2018-02-10,1,4211,4211
50447,14761,189,2020-10-13,1,1885,1885
50448,13538,168,2019-10-18,1,1252,1252
50449,11898,186,2017-05-15,1,2062,2062
50450,10273,169,2021-09-14,1,4890,4890
50451,14088,101,2015-10-17,4,2654,10616
50452,11273,150,2019-02-15,2,507,1014
50453,14375,181,2024-07-23,4,4112,16448
50454,14020,173,2020-04-16,1,2154,2154
50455,10816,109,2018-08-31,3,4399,13197
50456,14372,153,2023-08-27,1,4599,4599
50457,10923,188,2022-09-07,1,3585,3585
50458,14738,110,2022-12-01,1,3201,3201
50459,14601,184,2022-06-01,2,2096,4192
50460,14868,181,2021-08-01,2,4112,8224
50461,11265,177,2017-05-27,3,4283,12849
50462,13725,129,2023-05-04,2,844,1688
50463,12788,136,2020-06-07,1,4231,4231
50464,12723,187,2017-01-21,3,4772,14316
50465,14224,127,2024-10-29,3,1507,4521
50466,12551,118,2017-01-18,3,680,2040
50467,12950,118,2015-12-31,1,680,680
50468,11674,109,2015-09-24,2,4399,8798
50469,14588,167,2016-02-10,4,1469,5876
50470,13093,107,2015-05-19,2,932,1864
50471,12839,158,2018-04-03,4,3816,15264
50472,11667,179,2019-12-23,1,2935,2935
50473,14512,130,2019-09-17,2,3381,6762
50474,12196,173,2022-06-06,1,2154,2154
50475,11385,161,2023-09-13,1,2341,2341
50476,14404,191,2023-10-26,3,2740,8220
50477,13955,200,2021-02-10,2,1977,3954
50478,12900,182,2018-12-04,3,3640,10920
50479,10061,195,2022-10-01,2,1340,2680
50480,13948,117,2017-05-20,1,1354,1354
50481,12291,153,2016-12-03,3,4599,13797
50482,10473,106,2019-08-26,1,2840,2840
50483,10959,139,2023-02-02,4,3807,15228
50484,10533,125,2015-07-20,1,3853,3853
50485,10494,142,2016-09-09,4,3008,12032
50486,10082,142,2020-07-06,4,3008,12032
50487,14975,159,2021-03-17,3,1459,4377
50488,12971,138,2017-05-06,3,3430,10290
50489,10012,131,2024-09-11,2,3963,7926
50490,14545,129,2019-10-19,2,844,1688
50491,10762,109,2023-05-18,3,4399,13197
50492,13186,101,2020-07-02,2,2654,5308
50493,10026,180,2024-08-06,1,956,956
50494,11807,187,2023-06-28,1,4772,4772
50495,14158,172,2015-03-05,1,2784,2784
50496,14325,147,2023-03-04,1,4388,4388
50497,14703,176,2018-01-24,1,2897,2897
50498,13660,110,2022-01-31,4,3201,12804
50499,11526,116,2022-01-01,1,4172,4172
50500,10761,147,2018-09-25,2,4388,8776
50501,10595,143,2019-09-08,3,3636,10908
50502,11056,124,2015-09-08,3,2689,8067
50503,11855,108,2019-09-26,2,4568,9136
50504,13084,175,2024-03-04,2,3531,7062
50505,13917,126,2015-02-08,2,3327,6654
50506,13676,107,2015-03-10,3,932,2796
50507,12049,179,2015-10-04,2,2935,5870
50508,11459,115,2023-09-27,2,2930,5860
50509,11220,148,2018-01-14,4,4184,16736
50510,14229,103,2021-02-02,4,1276,5104
50511,14182,116,2023-04-07,4,4172,16688
50512,11500,179,2022-04-07,3,2935,8805
50513,11831,189,2018-01-20,2,1885,3770
50514,13396,197,2018-12-14,1,2573,2573
50515,11204,114,2020-10-29,3,4363,13089
50516,14271,188,2015-12-07,4,3585,14340
50517,12811,175,2016-02-25,4,3531,14124
50518,13093,103,2021-03-25,3,1276,3828
50519,13045,173,2020-04-02,3,2154,6462
50520,14674,170,2016-04-17,2,3796,7592
50521,13515,131,2020-11-05,3,3963,11889
50522,11799,180,2024-05-14,1,956,956
50523,12576,175,2020-01-08,1,3531,3531
50524,10145,117,2021-02-15,3,1354,4062
50525,14858,149,2017-05-16,1,1331,1331
50526,13927,103,2023-04-17,2,1276,2552
50527,11378,183,2019-07-28,3,4211,12633
50528,13147,188,2017-09-07,1,3585,3585
50529,11826,155,2020-12-23,4,742,2968
50530,10794,172,2024-04-19,2,2784,5568
50531,11602,200,2020-09-18,3,1977,5931
50532,14415,140,2024-03-12,3,396,1188
50533,11111,166,2015-09-13,3,989,2967
50534,14054,187,2023-03-14,4,4772,19088
50535,14794,140,2019-06-09,1,396,396
50536,13938,130,2018-12-14,3,3381,10143
50537,13964,125,2016-06-22,1,3853,3853
50538,14943,107,2019-11-01,2,932,1864
50539,10783,192,2024-03-16,4,4884,19536
50540,11117,150,2024-04-10,4,507,2028
50541,11751,181,2019-12-29,2,4112,8224
50542,12577,196,2017-05-07,2,3427,6854
50543,14028,101,2015-05-12,3,2654,7962
50544,13337,191,2019-06-15,2,2740,5480
50545,14388,144,2022-12-25,4,756,3024
50546,11488,200,2017-01-10,1,1977,1977
50547,13876,149,2022-01-30,1,1331,1331
50548,13632,107,2024-03-28,1,932,932
50549,14193,103,2020-07-24,1,1276,1276
50550,13959,194,2020-04-09,1,3544,3544
50551,13398,101,2020-06-24,1,2654,2654
50552,10074,151,2015-10-09,4,2237,8948
50553,11360,198,2021-12-14,2,3929,7858
50554,11092,138,2021-05-16,4,3430,13720
50555,14854,143,2024-10-11,3,3636,10908
50556,11942,155,2023-12-15,1,742,742
50557,13149,157,2018-10-30,2,1761,3522
50558,14304,153,2024-03-25,2,4599,9198
50559,11245,200,2017-06-27,1,1977,1977
50560,11286,133,2016-10-27,2,2667,5334
50561,14506,180,2018-08-15,1,956,956
50562,13037,162,2022-02-15,3,2853,8559
50563,10771,111,2018-09-07,1,1963,1963
50564,11844,172,2018-02-07,3,2784,8352
50565,10074,152,2019-07-05,2,1446,2892
50566,11661,101,2016-04-15,4,2654,10616
50567,14350,114,2016-02-16,2,4363,8726
50568,10820,194,2016-05-27,4,3544,14176
50569,13819,185,2019-02-12,1,4663,4663
50570,10332,121,2018-03-09,2,1892,3784
50571,11422,134,2023-01-04,2,4073,8146
50572,13656,190,2022-06-30,3,3863,11589
50573,14932,114,2023-03-16,1,4363,4363
50574,11692,140,2024-10-15,4,396,1584
50575,14551,135,2020-10-08,1,2927,2927
50576,14409,142,2018-04-21,3,3008,9024
50577,10228,182,2016-02-23,3,3640,10920
50578,12882,120,2017-08-14,3,2691,8073
50579,14954,160,2019-12-23,1,686,686
50580,12866,109,2017-04-04,3,4399,13197
50581,12576,133,2017-06-26,1,2667,2667
50582,14523,149,2017-01-02,3,1331,3993
50583,10465,168,2020-04-08,2,1252,2504
50584,10278,104,2024-01-12,4,1034,4136
50585,14115,148,2016-01-26,1,4184,4184
50586,10066,116,2023-10-21,4,4172,16688
50587,14263,147,2022-08-15,1,4388,4388
50588,10403,126,2019-05-07,1,3327,3327
50589,13984,170,2016-10-22,2,3796,7592
50590,14505,137,2015-01-27,2,2774,5548
50591,13479,122,2022-04-24,1,4561,4561
50592,13445,107,2019-03-12,3,932,2796
50593,14693,142,2017-06-02,1,3008,3008
50594,14420,130,2019-12-20,1,3381,3381
50595,13040,174,2015-05-07,2,3739,7478
50596,11438,179,2019-01-19,2,2935,5870
50597,10429,106,2021-05-17,4,2840,11360
50598,12683,124,2018-11-19,4,2689,10756
50599,12778,166,2015-11-15,3,989,2967
50600,13379,140,2021-10-24,4,396,1584
50601,10393,115,2015-12-07,4,2930,11720
50602,14542,153,2016-11-24,4,4599,18396
50603,10342,185,2015-04-29,3,4663,13989
50604,10133,182,2017-02-16,1,3640,3640
50605,10265,105,2022-06-30,1,2768,2768
50606,14189,189,2022-07-23,3,1885,5655
50607,11686,136,2018-10-23,1,4231,4231
50608,11435,174,2016-01-20,4,3739,14956
