Customer_ID,Customer_Name,Region,Is_Prime
10150,Customer_150,West,Yes
10151,Customer_151,East,Yes
10152,Customer_152,East,Yes
10153,Customer_153,North,Yes
10154,Customer_154,East,Yes
10155,Customer_155,North,No
10156,Customer_156,South,Yes
10157,Customer_157,East,No
10158,Customer_158,South,No
10159,Customer_159,North,Yes
10160,Customer_160,West,No
10161,Customer_161,East,Yes
10162,Customer_162,North,No
10163,Customer_163,West,Yes
10164,Customer_164,West,No
10165,Customer_165,South,No
10166,Customer_166,North,Yes
10167,Customer_167,West,Yes
10168,Customer_168,East,No
10169,Customer_169,East,No
10170,Customer_170,South,Yes
10171,Customer_171,West,No
10172,Customer_172,North,Yes
10173,Customer_173,East,No
10174,Customer_174,West,Yes
10175,Customer_175,West,No
10176,Customer_176,South,Yes
10177,Customer_177,East,Yes
10178,Customer_178,East,Yes
10179,Customer_179,North,Yes
10180,Customer_180,East,Yes
10181,Customer_181,North,Yes
10182,Customer_182,East,No
10183,Customer_183,South,Yes
10184,Customer_184,East,Yes
10185,Customer_185,North,Yes
10186,Customer_186,North,Yes
10187,Customer_187,South,Yes
10188,Customer_188,East,Yes
10189,Customer_189,East,Yes
10190,Customer_190,South,Yes
10191,Customer_191,East,Yes
10192,Customer_192,East,Yes
10193,Customer_193,North,Yes
10194,Customer_194,East,Yes
10195,Customer_195,East,No
10196,Customer_196,South,Yes
10197,Customer_197,South,No
10198,Customer_198,West,Yes
10199,Customer_199,North,No
10200,Customer_200,East,No
10201,Customer_201,East,Yes
10202,Customer_202,West,No
10203,Customer_203,East,Yes
10204,Customer_204,North,Yes
10205,Customer_205,West,No
10206,Customer_206,North,No
10207,Customer_207,West,Yes
10208,Customer_208,West,Yes
10209,Customer_209,South,Yes
10210,Customer_210,North,Yes
10211,Customer_211,East,No
10212,Customer_212,East,Yes
10213,Customer_213,North,Yes
10214,Customer_214,East,Yes
10215,Customer_215,East,Yes
10216,Customer_216,North,Yes
10217,Customer_217,West,No
10218,Customer_218,North,No
10219,Customer_219,West,No
10220,Customer_220,East,Yes
10221,Customer_221,East,No
10222,Customer_222,East,No
10223,Customer_223,South,No
10224,Customer_224,West,Yes
10225,Customer_225,South,Yes
10226,Customer_226,South,Yes
10227,Customer_227,North,Yes
10228,Customer_228,South,Yes
10229,Customer_229,North,Yes
10230,Customer_230,North,Yes
10231,Customer_231,South,No
10232,Customer_232,West,Yes
10233,Customer_233,West,Yes
10234,Customer_234,West,No
10235,Customer_235,West,No
10236,Customer_236,West,No
10237,Customer_237,South,No
10238,Customer_238,South,Yes
10239,Customer_239,East,No
10240,Customer_240,West,Yes
10241,Customer_241,South,Yes
10242,Customer_242,East,Yes
10243,Customer_243,West,Yes
10244,Customer_244,North,Yes
10245,Customer_245,East,No
10246,Customer_246,South,No
10247,Customer_247,North,Yes
10248,Customer_248,North,Yes
10249,Customer_249,North,No
10250,Customer_250,East,No
10251,Customer_251,South,Yes
10252,Customer_252,North,No
10253,Customer_253,West,Yes
10254,Customer_254,North,Yes
10255,Customer_255,North,No
10256,Customer_256,East,Yes
10257,Customer_257,East,Yes
10258,Customer_258,South,No
10259,Customer_259,West,No
10260,Customer_260,East,Yes
10261,Customer_261,North,Yes
10262,Customer_262,South,Yes
10263,Customer_263,North,No
10264,Customer_264,North,Yes
10265,Customer_265,East,Yes
10266,Customer_266,South,No
10267,Customer_267,West,Yes
10268,Customer_268,West,Yes
10269,Customer_269,East,Yes
10270,Customer_270,East,No
10271,Customer_271,South,Yes
10272,Customer_272,West,Yes
10273,Customer_273,West,No
10274,Customer_274,West,Yes
10275,Customer_275,North,Yes
10276,Customer_276,West,Yes
10277,Customer_277,North,Yes
10278,Customer_278,South,Yes
10279,Customer_279,North,Yes
10280,Customer_280,South,Yes
10281,Customer_281,West,Yes
10282,Customer_282,West,No
10283,Customer_283,South,No
10284,Customer_284,East,No
10285,Customer_285,South,No
10286,Customer_286,East,Yes
10287,Customer_287,North,No
10288,Customer_288,North,Yes
10289,Customer_289,North,No
10290,Customer_290,West,No
10291,Customer_291,North,No
10292,Customer_292,East,No
10293,Customer_293,North,Yes
10294,Customer_294,South,Yes
10295,Customer_295,South,Yes
10296,Customer_296,West,Yes
10297,Customer_297,South,Yes
10298,Customer_298,East,No
10299,Customer_299,North,No
10300,Customer_300,West,Yes
10301,Customer_301,North,No
10302,Customer_302,North,No
10303,Customer_303,East,No
10304,Customer_304,South,No
10305,Customer_305,South,Yes
10306,Customer_306,North,No
10307,Customer_307,West,No
10308,Customer_308,South,Yes
10309,Customer_309,West,Yes
10310,Customer_310,South,No
10311,Customer_311,West,Yes
10312,Customer_312,East,No
10313,Customer_313,West,No
10314,Customer_314,East,Yes
10315,Customer_315,East,Yes
10316,Customer_316,West,No
10317,Customer_317,East,Yes
10318,Customer_318,North,Yes
10319,Customer_319,East,Yes
10320,Customer_320,South,Yes
10321,Customer_321,West,No
10322,Customer_322,North,Yes
10323,Customer_323,West,No
10324,Customer_324,South,Yes
10325,Customer_325,South,Yes
10326,Customer_326,South,No
10327,Customer_327,East,No
10328,Customer_328,East,Yes
10329,Customer_329,West,Yes
10330,Customer_330,West,Yes
10331,Customer_331,North,Yes
10332,Customer_332,North,No
10333,Customer_333,West,Yes
10334,Customer_334,East,Yes
10335,Customer_335,South,Yes
10336,Customer_336,West,No
10337,Customer_337,North,No
10338,Customer_338,East,Yes
10339,Customer_339,West,No
10340,Customer_340,West,Yes
10341,Customer_341,East,Yes
10342,Customer_342,West,No
10343,Customer_343,East,No
10344,Customer_344,South,No
10345,Customer_345,East,Yes
10346,Customer_346,East,Yes
10347,Customer_347,East,No
10348,Customer_348,West,Yes
10349,Customer_349,West,Yes
10350,Customer_350,East,Yes
10351,Customer_351,West,No
10352,Customer_352,North,Yes
10353,Customer_353,North,Yes
10354,Customer_354,West,No
10355,Customer_355,West,Yes
10356,Customer_356,East,Yes
10357,Customer_357,South,Yes
10358,Customer_358,West,Yes
10359,Customer_359,North,Yes
10360,Customer_360,East,Yes
10361,Customer_361,West,No
10362,Customer_362,North,Yes
10363,Customer_363,North,No
10364,Customer_364,South,Yes
10365,Customer_365,East,Yes
10366,Customer_366,East,Yes
10367,Customer_367,South,Yes
10368,Customer_368,South,No
10369,Customer_369,East,Yes
10370,Customer_370,East,Yes
10371,Customer_371,West,No
10372,Customer_372,West,No
10373,Customer_373,South,No
10374,Customer_374,West,Yes
10375,Customer_375,North,No
10376,Customer_376,West,Yes
10377,Customer_377,West,Yes
10378,Customer_378,North,Yes
10379,Customer_379,South,Yes
10380,Customer_380,North,Yes
10381,Customer_381,West,Yes
10382,Customer_382,South,No
10383,Customer_383,West,Yes
10384,Customer_384,North,Yes
10385,Customer_385,North,Yes
10386,Customer_386,West,No
10387,Customer_387,East,Yes
10388,Customer_388,East,Yes
10389,Customer_389,North,No
10390,Customer_390,North,No
10391,Customer_391,East,Yes
10392,Customer_392,East,No
10393,Customer_393,West,No
10394,Customer_394,West,No
10395,Customer_395,East,Yes
10396,Customer_396,West,No
10397,Customer_397,West,Yes
10398,Customer_398,South,Yes
10399,Customer_399,West,Yes
10400,Customer_400,North,Yes
10401,Customer_401,West,Yes
10402,Customer_402,West,No
10403,Customer_403,East,Yes
10404,Customer_404,North,Yes
10405,Customer_405,West,Yes
10406,Customer_406,West,Yes
10407,Customer_407,South,No
10408,Customer_408,West,Yes
10409,Customer_409,West,Yes
10410,Customer_410,South,Yes
10411,Customer_411,East,Yes
10412,Customer_412,West,Yes
10413,Customer_413,South,No
10414,Customer_414,North,No
10415,Customer_415,East,Yes
10416,Customer_416,North,No
10417,Customer_417,North,No
10418,Customer_418,South,No
10419,Customer_419,West,Yes
10420,Customer_420,South,Yes
10421,Customer_421,South,Yes
10422,Customer_422,South,No
10423,Customer_423,South,No
10424,Customer_424,East,Yes
10425,Customer_425,West,Yes
10426,Customer_426,North,No
10427,Customer_427,North,No
10428,Customer_428,West,No
10429,Customer_429,North,No
10430,Customer_430,West,Yes
10431,Customer_431,North,Yes
10432,Customer_432,South,No
10433,Customer_433,North,Yes
10434,Customer_434,West,Yes
10435,Customer_435,West,No
10436,Customer_436,West,Yes
10437,Customer_437,West,No
10438,Customer_438,West,Yes
10439,Customer_439,East,No
10440,Customer_440,East,Yes
10441,Customer_441,North,Yes
10442,Customer_442,West,No
10443,Customer_443,North,Yes
10444,Customer_444,West,No
10445,Customer_445,West,No
10446,Customer_446,East,Yes
10447,Customer_447,East,Yes
10448,Customer_448,South,Yes
10449,Customer_449,East,Yes
10450,Customer_450,South,No
10451,Customer_451,South,No
10452,Customer_452,South,No
10453,Customer_453,South,No
10454,Customer_454,South,Yes
10455,Customer_455,North,No
10456,Customer_456,East,No
10457,Customer_457,South,No
10458,Customer_458,West,No
10459,Customer_459,East,Yes
10460,Customer_460,East,No
10461,Customer_461,South,Yes
10462,Customer_462,North,Yes
10463,Customer_463,South,Yes
10464,Customer_464,North,No
10465,Customer_465,West,No
10466,Customer_466,East,No
10467,Customer_467,West,No
10468,Customer_468,North,Yes
10469,Customer_469,North,No
10470,Customer_470,West,Yes
10471,Customer_471,North,Yes
10472,Customer_472,West,Yes
10473,Customer_473,East,No
10474,Customer_474,West,No
10475,Customer_475,East,Yes
10476,Customer_476,West,Yes
10477,Customer_477,North,No
10478,Customer_478,West,Yes
10479,Customer_479,North,No
10480,Customer_480,West,No
10481,Customer_481,West,Yes
10482,Customer_482,South,Yes
10483,Customer_483,North,No
10484,Customer_484,South,No
10485,Customer_485,North,Yes
10486,Customer_486,South,No
10487,Customer_487,East,Yes
10488,Customer_488,West,Yes
10489,Customer_489,North,No
10490,Customer_490,North,No
10491,Customer_491,West,Yes
10492,Customer_492,North,No
10493,Customer_493,North,Yes
10494,Customer_494,South,Yes
10495,Customer_495,North,Yes
10496,Customer_496,East,No
10497,Customer_497,East,Yes
10498,Customer_498,West,Yes
10499,Customer_499,North,Yes
10500,Customer_500,West,No
10501,Customer_501,East,No
10502,Customer_502,North,No
10503,Customer_503,North,Yes
10504,Customer_504,West,No
10505,Customer_505,East,Yes
10506,Customer_506,North,No
10507,Customer_507,West,No
10508,Customer_508,East,Yes
10509,Customer_509,West,No
10510,Customer_510,South,Yes
10511,Customer_511,North,Yes
10512,Customer_512,South,Yes
10513,Customer_513,East,Yes
10514,Customer_514,South,Yes
10515,Customer_515,South,No
10516,Customer_516,East,Yes
10517,Customer_517,West,No
10518,Customer_518,South,Yes
10519,Customer_519,West,Yes
10520,Customer_520,South,No
10521,Customer_521,West,Yes
10522,Customer_522,East,Yes
10523,Customer_523,South,No
10524,Customer_524,East,Yes
10525,Customer_525,South,Yes
10526,Customer_526,East,Yes
10527,Customer_527,East,No
10528,Customer_528,South,No
10529,Customer_529,South,No
10530,Customer_530,South,No
10531,Customer_531,North,Yes
10532,Customer_532,West,Yes
10533,Customer_533,North,No
10534,Customer_534,North,Yes
10535,Customer_535,East,Yes
10536,Customer_536,South,Yes
10537,Customer_537,West,Yes
10538,Customer_538,East,No
10539,Customer_539,North,Yes
10540,Customer_540,South,Yes
10541,Customer_541,East,Yes
10542,Customer_542,South,No
10543,Customer_543,East,Yes
10544,Customer_544,South,Yes
10545,Customer_545,North,No
10546,Customer_546,West,No
10547,Customer_547,North,Yes
10548,Customer_548,West,Yes
10549,Customer_549,South,Yes
10550,Customer_550,East,Yes
10551,Customer_551,North,Yes
10552,Customer_552,West,Yes
10553,Customer_553,North,Yes
10554,Customer_554,West,Yes
10555,Customer_555,North,No
10556,Customer_556,West,No
10557,Customer_557,West,No
10558,Customer_558,South,Yes
10559,Customer_559,West,Yes
10560,Customer_560,South,No
10561,Customer_561,West,Yes
10562,Customer_562,East,Yes
10563,Customer_563,East,Yes
10564,Customer_564,East,No
10565,Customer_565,West,No
10566,Customer_566,South,Yes
10567,Customer_567,South,Yes
10568,Customer_568,West,No
10569,Customer_569,East,Yes
10570,Customer_570,East,No
10571,Customer_571,South,No
10572,Customer_572,East,No
10573,Customer_573,North,Yes
10574,Customer_574,South,Yes
10575,Customer_575,East,Yes
10576,Customer_576,South,No
10577,Customer_577,North,No
10578,Customer_578,South,Yes
10579,Customer_579,South,Yes
10580,Customer_580,South,No
10581,Customer_581,South,No
10582,Customer_582,North,No
10583,Customer_583,West,Yes
10584,Customer_584,South,Yes
10585,Customer_585,South,No
10586,Customer_586,East,No
10587,Customer_587,South,Yes
10588,Customer_588,East,Yes
10589,Customer_589,West,Yes
10590,Customer_590,North,Yes
10591,Customer_591,North,Yes
10592,Customer_592,West,No
10593,Customer_593,North,Yes
10594,Customer_594,West,No
10595,Customer_595,West,Yes
10596,Customer_596,West,No
10597,Customer_597,North,No
10598,Customer_598,East,Yes
10599,Customer_599,West,Yes
10600,Customer_600,South,Yes
10601,Customer_601,North,Yes
10602,Customer_602,West,No
10603,Customer_603,West,No
10604,Customer_604,South,Yes
10605,Customer_605,East,Yes
10606,Customer_606,East,Yes
10607,Customer_607,East,No
10608,Customer_608,West,Yes
10609,Customer_609,West,Yes
10610,Customer_610,West,No
10611,Customer_611,North,No
10612,Customer_612,South,Yes
10613,Customer_613,West,No
10614,Customer_614,South,Yes
10615,Customer_615,South,Yes
10616,Customer_616,East,No
10617,Customer_617,North,No
10618,Customer_618,West,Yes
10619,Customer_619,East,Yes
10620,Customer_620,East,Yes
10621,Customer_621,West,Yes
10622,Customer_622,South,Yes
10623,Customer_623,East,Yes
10624,Customer_624,South,Yes
10625,Customer_625,North,No
10626,Customer_626,South,No
10627,Customer_627,North,No
10628,Customer_628,South,Yes
10629,Customer_629,East,No
10630,Customer_630,East,No
10631,Customer_631,North,No
10632,Customer_632,West,No
10633,Customer_633,North,No
10634,Customer_634,North,Yes
10635,Customer_635,South,Yes
10636,Customer_636,South,No
10637,Customer_637,North,No
10638,Customer_638,East,No
10639,Customer_639,South,Yes
10640,Customer_640,West,Yes
10641,Customer_641,South,Yes
10642,Customer_642,South,No
10643,Customer_643,West,Yes
10644,Customer_644,North,Yes
10645,Customer_645,West,Yes
10646,Customer_646,North,Yes
10647,Customer_647,North,No
10648,Customer_648,North,No
10649,Customer_649,West,No
10650,Customer_650,North,Yes
10651,Customer_651,East,No
10652,Customer_652,West,Yes
10653,Customer_653,East,No
10654,Customer_654,North,Yes
10655,Customer_655,South,Yes
10656,Customer_656,North,No
10657,Customer_657,East,No
10658,Customer_658,East,Yes
10659,Customer_659,West,No
10660,Customer_660,South,Yes
10661,Customer_661,West,Yes
10662,Customer_662,East,Yes
10663,Customer_663,North,Yes
10664,Customer_664,South,Yes
10665,Customer_665,North,Yes
10666,Customer_666,North,Yes
10667,Customer_667,South,No
10668,Customer_668,West,Yes
10669,Customer_669,North,No
10670,Customer_670,East,Yes
10671,Customer_671,North,No
10672,Customer_672,South,Yes
10673,Customer_673,South,Yes
10674,Customer_674,South,Yes
10675,Customer_675,West,Yes
10676,Customer_676,North,Yes
10677,Customer_677,West,No
10678,Customer_678,West,No
10679,Customer_679,South,No
10680,Customer_680,South,No
10681,Customer_681,West,Yes
10682,Customer_682,North,Yes
10683,Customer_683,East,Yes
10684,Customer_684,West,Yes
10685,Customer_685,North,Yes
10686,Customer_686,South,Yes
10687,Customer_687,South,Yes
10688,Customer_688,North,Yes
10689,Customer_689,East,No
10690,Customer_690,South,No
10691,Customer_691,South,Yes
10692,Customer_692,South,No
10693,Customer_693,North,No
10694,Customer_694,West,Yes
10695,Customer_695,South,Yes
10696,Customer_696,West,Yes
10697,Customer_697,East,No
10698,Customer_698,South,No
10699,Customer_699,South,Yes
10700,Customer_700,East,Yes
10701,Customer_701,South,Yes
10702,Customer_702,West,Yes
10703,Customer_703,North,Yes
10704,Customer_704,West,No
10705,Customer_705,North,No
10706,Customer_706,North,No
10707,Customer_707,West,No
10708,Customer_708,West,No
10709,Customer_709,West,Yes
10710,Customer_710,West,No
10711,Customer_711,East,Yes
10712,Customer_712,South,No
10713,Customer_713,North,Yes
10714,Customer_714,West,No
10715,Customer_715,West,Yes
10716,Customer_716,West,Yes
10717,Customer_717,East,Yes
10718,Customer_718,West,Yes
10719,Customer_719,West,No
10720,Customer_720,West,No
10721,Customer_721,South,Yes
10722,Customer_722,East,Yes
10723,Customer_723,West,Yes
10724,Customer_724,North,Yes
10725,Customer_725,North,Yes
10726,Customer_726,North,No
10727,Customer_727,East,Yes
10728,Customer_728,East,Yes
10729,Customer_729,North,Yes
10730,Customer_730,West,Yes
10731,Customer_731,East,Yes
10732,Customer_732,North,No
10733,Customer_733,North,Yes
10734,Customer_734,West,Yes
10735,Customer_735,South,Yes
10736,Customer_736,East,Yes
10737,Customer_737,West,Yes
10738,Customer_738,North,No
10739,Customer_739,North,No
10740,Customer_740,West,Yes
10741,Customer_741,East,Yes
10742,Customer_742,South,Yes
10743,Customer_743,South,Yes
10744,Customer_744,North,No
10745,Customer_745,East,No
10746,Customer_746,South,Yes
10747,Customer_747,East,Yes
10748,Customer_748,East,Yes
10749,Customer_749,North,No
10750,Customer_750,South,No
10751,Customer_751,West,Yes
10752,Customer_752,North,Yes
10753,Customer_753,South,No
10754,Customer_754,South,Yes
10755,Customer_755,South,Yes
10756,Customer_756,South,Yes
10757,Customer_757,South,No
10758,Customer_758,East,Yes
10759,Customer_759,North,Yes
10760,Customer_760,East,No
10761,Customer_761,West,Yes
10762,Customer_762,South,Yes
10763,Customer_763,North,Yes
10764,Customer_764,South,Yes
10765,Customer_765,North,No
10766,Customer_766,East,Yes
10767,Customer_767,North,Yes
10768,Customer_768,West,Yes
10769,Customer_769,West,No
10770,Customer_770,North,No
10771,Customer_771,North,Yes
10772,Customer_772,North,Yes
10773,Customer_773,North,No
10774,Customer_774,West,Yes
10775,Customer_775,South,No
10776,Customer_776,North,No
10777,Customer_777,North,No
10778,Customer_778,West,Yes
10779,Customer_779,West,Yes
10780,Customer_780,East,No
10781,Customer_781,North,Yes
10782,Customer_782,East,Yes
10783,Customer_783,West,No
10784,Customer_784,West,No
10785,Customer_785,South,Yes
10786,Customer_786,North,Yes
10787,Customer_787,East,Yes
10788,Customer_788,West,No
10789,Customer_789,West,No
10790,Customer_790,East,Yes
10791,Customer_791,South,Yes
10792,Customer_792,West,No
10793,Customer_793,North,Yes
10794,Customer_794,West,Yes
10795,Customer_795,North,No
10796,Customer_796,East,Yes
10797,Customer_797,North,No
10798,Customer_798,East,Yes
10799,Customer_799,North,Yes
10800,Customer_800,East,No
10801,Customer_801,North,Yes
10802,Customer_802,South,No
10803,Customer_803,North,Yes
10804,Customer_804,North,Yes
10805,Customer_805,South,Yes
10806,Customer_806,West,Yes
10807,Customer_807,West,Yes
10808,Customer_808,North,Yes
10809,Customer_809,South,Yes
10810,Customer_810,North,Yes
10811,Customer_811,East,No
10812,Customer_812,East,No
10813,Customer_813,North,No
10814,Customer_814,West,Yes
10815,Customer_815,West,Yes
10816,Customer_816,North,No
10817,Customer_817,North,Yes
10818,Customer_818,East,Yes
10819,Customer_819,West,No
10820,Customer_820,North,No
10821,Customer_821,East,Yes
10822,Customer_822,West,Yes
10823,Customer_823,South,No
10824,Customer_824,East,Yes
10825,Customer_825,West,No
10826,Customer_826,West,No
10827,Customer_827,East,No
10828,Customer_828,South,Yes
10829,Customer_829,East,Yes
10830,Customer_830,West,No
10831,Customer_831,North,No
10832,Customer_832,North,No
10833,Customer_833,East,Yes
10834,Customer_834,West,Yes
10835,Customer_835,North,No
10836,Customer_836,West,No
10837,Customer_837,East,No
10838,Customer_838,North,No
10839,Customer_839,West,Yes
10840,Customer_840,North,No
10841,Customer_841,East,No
10842,Customer_842,West,Yes
10843,Customer_843,North,No
10844,Customer_844,East,Yes
10845,Customer_845,North,Yes
10846,Customer_846,North,No
10847,Customer_847,South,Yes
10848,Customer_848,South,Yes
10849,Customer_849,East,Yes
10850,Customer_850,South,Yes
10851,Customer_851,East,Yes
10852,Customer_852,South,Yes
10853,Customer_853,North,No
10854,Customer_854,East,Yes
10855,Customer_855,East,Yes
10856,Customer_856,North,Yes
10857,Customer_857,East,No
10858,Customer_858,East,Yes
10859,Customer_859,South,No
10860,Customer_860,East,No
10861,Customer_861,West,No
10862,Customer_862,North,Yes
10863,Customer_863,South,No
10864,Customer_864,South,Yes
10865,Customer_865,West,No
10866,Customer_866,North,No
10867,Customer_867,North,Yes
10868,Customer_868,South,Yes
10869,Customer_869,East,Yes
10870,Customer_870,South,No
10871,Customer_871,North,Yes
10872,Customer_872,West,Yes
10873,Customer_873,South,Yes
10874,Customer_874,North,No
10875,Customer_875,South,No
10876,Customer_876,East,No
10877,Customer_877,South,No
10878,Customer_878,South,Yes
10879,Customer_879,North,Yes
10880,Customer_880,North,No
10881,Customer_881,North,Yes
10882,Customer_882,South,Yes
10883,Customer_883,East,Yes
10884,Customer_884,West,Yes
10885,Customer_885,West,Yes
10886,Customer_886,North,No
10887,Customer_887,North,Yes
10888,Customer_888,South,Yes
10889,Customer_889,West,Yes
10890,Customer_890,North,No
10891,Customer_891,East,Yes
10892,Customer_892,East,No
10893,Customer_893,North,No
10894,Customer_894,North,Yes
10895,Customer_895,West,No
10896,Customer_896,West,No
10897,Customer_897,South,No
10898,Customer_898,West,No
10899,Customer_899,East,Yes
10900,Customer_900,East,Yes
10901,Customer_901,North,Yes
10902,Customer_902,West,Yes
10903,Customer_903,South,No
10904,Customer_904,East,Yes
10905,Customer_905,East,No
10906,Customer_906,South,No
10907,Customer_907,South,No
10908,Customer_908,East,No
10909,Customer_909,East,Yes
10910,Customer_910,South,Yes
10911,Customer_911,East,Yes
10912,Customer_912,North,Yes
10913,Customer_913,North,Yes
10914,Customer_914,South,Yes
10915,Customer_915,West,No
10916,Customer_916,South,Yes
10917,Customer_917,South,Yes
10918,Customer_918,West,No
10919,Customer_919,West,Yes
10920,Customer_920,West,Yes
10921,Customer_921,North,No
10922,Customer_922,East,No
10923,Customer_923,North,No
10924,Customer_924,East,Yes
10925,Customer_925,North,No
10926,Customer_926,East,No
10927,Customer_927,North,Yes
10928,Customer_928,West,No
10929,Customer_929,South,No
10930,Customer_930,North,Yes
10931,Customer_931,East,Yes
10932,Customer_932,West,No
10933,Customer_933,North,No
10934,Customer_934,North,Yes
10935,Customer_935,West,No
10936,Customer_936,North,Yes
10937,Customer_937,South,Yes
10938,Customer_938,North,Yes
10939,Customer_939,South,No
10940,Customer_940,South,No
10941,Customer_941,West,Yes
10942,Customer_942,North,Yes
10943,Customer_943,West,Yes
10944,Customer_944,North,No
10945,Customer_945,North,No
10946,Customer_946,East,No
10947,Customer_947,North,No
10948,Customer_948,West,No
10949,Customer_949,South,Yes
10950,Customer_950,North,Yes
10951,Customer_951,East,Yes
10952,Customer_952,West,No
10953,Customer_953,North,No
10954,Customer_954,West,Yes
10955,Customer_955,East,No
10956,Customer_956,East,Yes
10957,Customer_957,West,Yes
10958,Customer_958,North,No
10959,Customer_959,South,No
10960,Customer_960,East,No
10961,Customer_961,North,Yes
10962,Customer_962,North,Yes
10963,Customer_963,South,No
10964,Customer_964,East,Yes
10965,Customer_965,East,Yes
10966,Customer_966,North,No
10967,Customer_967,North,Yes
10968,Customer_968,South,No
10969,Customer_969,South,No
10970,Customer_970,East,Yes
10971,Customer_971,West,Yes
10972,Customer_972,East,No
10973,Customer_973,North,No
10974,Customer_974,East,No
10975,Customer_975,West,No
10976,Customer_976,South,No
10977,Customer_977,West,No
10978,Customer_978,West,Yes
10979,Customer_979,West,Yes
10980,Customer_980,South,Yes
10981,Customer_981,West,Yes
10982,Customer_982,West,Yes
10983,Customer_983,West,Yes
10984,Customer_984,North,No
10985,Customer_985,West,Yes
